Zip,Territory,Region
75081,TX DALLAS,CENTRAL
2108,CT HARTFORD,EAST
91711,CA RIVERSIDE,WEST
11217,NY BROOKLYN,NORTH
95991,CA SACRAMENTO,WEST
70070,LA NEW ORLEANS,SOUTH
19805,PA PHILADELPHIA SOUTH,NORTH
21211,MD BETHESDA SOUTH,EAST
32751,FL ORLANDO,SOUTH
46219,IN INDIANAPOLIS NORTH,EAST
30060,GA ATLANTA NORTH,SOUTH
42101,KY LOUISVILLE,EAST
29406,FL JACKSONVILLE,SOUTH
30114,GA ATLANTA NORTH,SOUTH
85374,AZ ARIZONA,WEST
20190,VA ALEXANDRIA,EAST
94601,CA SAN FRANCISCO EAST,WEST
92093,CA SAN DIEGO,WEST
14222,NY BUFFALO,EAST
45245,KY LOUISVILLE,EAST
68901,MO KANSAS CITY,CENTRAL
14482,NY BUFFALO,EAST
78705,TX AUSTIN,CENTRAL
75080,TX DALLAS,CENTRAL
30153,GA ATLANTA NORTH,SOUTH
80111,CO SOUTH,WEST
20770,MD BETHESDA SOUTH,EAST
78741,TX AUSTIN,CENTRAL
35504,AL HUNTSVILLE,CENTRAL
44195,PA PITTSBURGH,EAST
39305,AL BIRMINGHAM,SOUTH
78236,TX AUSTIN,CENTRAL
76207,TX FORT WORTH,CENTRAL
19046,PA PHILADELPHIA NORTH,NORTH
28403,NC WILMINGTON,EAST
95403,CA SAN FRANCISCO EAST,WEST
44145,PA PITTSBURGH,EAST
11223,NY BROOKLYN,NORTH
28147,NC CHARLOTTE,SOUTH
26506,PA PITTSBURGH,EAST
86403,AZ ARIZONA,WEST
11021,NY LONG ISLAND WEST,NORTH
31082,GA ATLANTA SOUTH,SOUTH
20613,MD BETHESDA SOUTH,EAST
6426,CT HARTFORD,EAST
28786,SC GREENVILLE,SOUTH
35901,AL HUNTSVILLE,CENTRAL
60506,IN INDIANAPOLIS NORTH,EAST
36553,LA NEW ORLEANS,SOUTH
29033,NC CHARLOTTE,SOUTH
19139,PA PHILADELPHIA SOUTH,NORTH
14127,NY BUFFALO,EAST
46750,IN INDIANAPOLIS NORTH,EAST
15146,PA PITTSBURGH,EAST
26726,MD BETHESDA SOUTH,EAST
40475,KY LOUISVILLE,EAST
20007,MD BETHESDA SOUTH,EAST
28105,NC CHARLOTTE,SOUTH
28457,NC WILMINGTON,EAST
94301,CA SAN JOSE,WEST
29456,FL JACKSONVILLE,SOUTH
93291,CA CENTRAL,WEST
36606,LA NEW ORLEANS,SOUTH
32055,FL TALLAHASSEE,SOUTH
95811,CA SACRAMENTO,WEST
77581,TX HOUSTON NORTH,CENTRAL
34202,FL TAMPA,SOUTH
92501,CA RIVERSIDE,WEST
34210,FL TAMPA,SOUTH
29414,FL JACKSONVILLE,SOUTH
91206,CA LOS ANGELES NORTH,WEST
6418,CT BRIDGEPORT,EAST
10007,NY MANHATTAN,NORTH
78666,TX AUSTIN,CENTRAL
14201,NY BUFFALO,EAST
11743,NY LONG ISLAND EAST,NORTH
33462,FL WEST PALM BEACH,SOUTH
41601,KY LOUISVILLE,EAST
12804,NY WESTCHESTER,EAST
42431,KY LOUISVILLE,EAST
78681,TX AUSTIN,CENTRAL
10029,NY MANHATTAN,NORTH
31407,FL JACKSONVILLE,SOUTH
10012,NY MANHATTAN,NORTH
29388,SC GREENVILLE,SOUTH
30240,GA ATLANTA SOUTH,SOUTH
6410,CT HARTFORD,EAST
80023,CO SOUTH,WEST
37421,TN KNOXVILLE,CENTRAL
28092,NC CHARLOTTE,SOUTH
37343,TN KNOXVILLE,CENTRAL
94133,CA SAN FRANCISCO EAST,WEST
85206,AZ ARIZONA,WEST
19067,NJ CENTRAL,NORTH
92543,CA RIVERSIDE,WEST
11968,NY LONG ISLAND EAST,NORTH
90602,CA LONG BEACH,WEST
35957,AL HUNTSVILLE,CENTRAL
23831,VA ALEXANDRIA,EAST
94939,CA SAN FRANCISCO EAST,WEST
14215,NY BUFFALO,EAST
75035,TX IRVING,CENTRAL
91801,CA LOS ANGELES NORTH,WEST
22601,VA ALEXANDRIA,EAST
27710,NC RALEIGH,EAST
48193,MI DETROIT,EAST
64850,OK OKLAHOMA CITY,CENTRAL
94086,CA SAN JOSE,WEST
92103,CA SAN DIEGO,WEST
77067,TX HOUSTON NORTH,CENTRAL
93711,CA CENTRAL,WEST
33709,FL TAMPA,SOUTH
91790,CA IRVINE,WEST
48038,MI DETROIT,EAST
35205,AL BIRMINGHAM,SOUTH
42104,KY LOUISVILLE,EAST
48050,MI DETROIT,EAST
29307,NC CHARLOTTE,SOUTH
41143,KY LOUISVILLE,EAST
38016,TN NASHVILLE,CENTRAL
10520,NY WESTCHESTER,EAST
46706,IN INDIANAPOLIS NORTH,EAST
80620,CO SOUTH,WEST
40831,TN KNOXVILLE,CENTRAL
75457,TX DALLAS,CENTRAL
44307,PA PITTSBURGH,EAST
31404,FL JACKSONVILLE,SOUTH
44304,PA PITTSBURGH,EAST
27401,NC RALEIGH,EAST
95560,CA SAN FRANCISCO EAST,WEST
48334,MI DETROIT,EAST
93727,CA CENTRAL,WEST
28304,NC WILMINGTON,EAST
90241,CA LONG BEACH,WEST
48101,MI DETROIT,EAST
46409,IN INDIANAPOLIS NORTH,EAST
91911,CA SAN DIEGO,WEST
73139,OK OKLAHOMA CITY,CENTRAL
11354,NY QUEENS,NORTH
6610,CT BRIDGEPORT,EAST
28431,NC WILMINGTON,EAST
91942,CA SAN DIEGO,WEST
38201,TN NASHVILLE,CENTRAL
29425,FL JACKSONVILLE,SOUTH
29506,NC WILMINGTON,EAST
92240,CA RIVERSIDE,WEST
44718,PA PITTSBURGH,EAST
29010,NC CHARLOTTE,SOUTH
13210,NY BUFFALO,EAST
11207,NY BROOKLYN,NORTH
22408,VA ALEXANDRIA,EAST
37210,TN NASHVILLE,CENTRAL
38655,AL HUNTSVILLE,CENTRAL
11225,NY BROOKLYN,NORTH
95336,CA SAN JOSE,WEST
32224,FL JACKSONVILLE,SOUTH
2888,CT HARTFORD,EAST
22554,VA ALEXANDRIA,EAST
27610,NC RALEIGH,EAST
87111,TX EL PASO,CENTRAL
22031,VA ALEXANDRIA,EAST
6076,CT HARTFORD,EAST
33431,FL WEST PALM BEACH,SOUTH
31522,FL JACKSONVILLE,SOUTH
30329,GA ATLANTA NORTH,SOUTH
37745,TN KNOXVILLE,CENTRAL
30281,GA ATLANTA SOUTH,SOUTH
28573,NC WILMINGTON,EAST
29720,NC CHARLOTTE,SOUTH
37067,TN NASHVILLE,CENTRAL
10309,NJ NORTHERN,NORTH
37211,TN NASHVILLE,CENTRAL
80229,CO SOUTH,WEST
2919,CT HARTFORD,EAST
60089,IN INDIANAPOLIS NORTH,EAST
20832,MD BETHESDA SOUTH,EAST
76248,TX FORT WORTH,CENTRAL
32703,FL ORLANDO,SOUTH
93010,CA LOS ANGELES NORTH,WEST
48066,MI DETROIT,EAST
34109,FL MIAMI,SOUTH
24290,TN KNOXVILLE,CENTRAL
32114,FL ORLANDO,SOUTH
35243,AL BIRMINGHAM,SOUTH
77478,TX AUSTIN,CENTRAL
37620,NC CHARLOTTE,SOUTH
33812,FL TAMPA,SOUTH
78613,TX AUSTIN,CENTRAL
75601,TX DALLAS,CENTRAL
27513,NC RALEIGH,EAST
29150,NC CHARLOTTE,SOUTH
32306,FL TALLAHASSEE,SOUTH
45248,KY LOUISVILLE,EAST
11768,NY LONG ISLAND EAST,NORTH
15425,PA PITTSBURGH,EAST
15012,PA PITTSBURGH,EAST
80020,CO SOUTH,WEST
27529,NC RALEIGH,EAST
37874,TN KNOXVILLE,CENTRAL
84770,NV LAS VEGAS,WEST
48186,MI DETROIT,EAST
33418,FL WEST PALM BEACH,SOUTH
11794,NY LONG ISLAND EAST,NORTH
46992,IN INDIANAPOLIS NORTH,EAST
95640,CA SAN JOSE,WEST
37087,TN NASHVILLE,CENTRAL
33617,FL TAMPA,SOUTH
36535,LA NEW ORLEANS,SOUTH
92108,CA SAN DIEGO,WEST
85710,AZ ARIZONA,WEST
8691,NJ CENTRAL,NORTH
19026,PA PHILADELPHIA SOUTH,NORTH
64701,MO KANSAS CITY,CENTRAL
19107,PA PHILADELPHIA SOUTH,NORTH
14216,NY BUFFALO,EAST
77407,TX AUSTIN,CENTRAL
21045,MD BETHESDA SOUTH,EAST
76063,TX FORT WORTH,CENTRAL
33401,FL WEST PALM BEACH,SOUTH
7083,NJ NORTHERN,NORTH
36695,LA NEW ORLEANS,SOUTH
2180,CT HARTFORD,EAST
32819,FL ORLANDO,SOUTH
75220,TX IRVING,CENTRAL
60068,IN INDIANAPOLIS NORTH,EAST
77836,TX HOUSTON NORTH,CENTRAL
22407,VA ALEXANDRIA,EAST
6897,NY WESTCHESTER,EAST
19104,PA PHILADELPHIA SOUTH,NORTH
35603,AL HUNTSVILLE,CENTRAL
38340,AL HUNTSVILLE,CENTRAL
81501,CO SOUTH,WEST
40509,KY LOUISVILLE,EAST
75022,TX IRVING,CENTRAL
6810,NY WESTCHESTER,EAST
77025,TX HOUSTON NORTH,CENTRAL
22304,VA ALEXANDRIA,EAST
19031,PA PHILADELPHIA NORTH,NORTH
93003,CA LOS ANGELES NORTH,WEST
20636,MD BETHESDA SOUTH,EAST
37205,TN NASHVILLE,CENTRAL
72714,OK OKLAHOMA CITY,CENTRAL
77015,TX HOUSTON NORTH,CENTRAL
77029,TX HOUSTON NORTH,CENTRAL
16602,PA PITTSBURGH,EAST
33144,FL MIAMI,SOUTH
35582,AL HUNTSVILLE,CENTRAL
2453,CT HARTFORD,EAST
2115,CT HARTFORD,EAST
11236,NY BROOKLYN,NORTH
29209,NC CHARLOTTE,SOUTH
48603,MI DETROIT,EAST
89148,NV LAS VEGAS,WEST
2462,CT HARTFORD,EAST
1742,CT HARTFORD,EAST
29569,NC WILMINGTON,EAST
60108,IN INDIANAPOLIS NORTH,EAST
18954,PA PHILADELPHIA NORTH,NORTH
29078,NC CHARLOTTE,SOUTH
29464,FL JACKSONVILLE,SOUTH
33763,FL TAMPA,SOUTH
34223,FL TAMPA,SOUTH
40330,KY LOUISVILLE,EAST
10021,NY MANHATTAN,NORTH
43230,PA PITTSBURGH,EAST
30328,GA ATLANTA NORTH,SOUTH
37312,TN KNOXVILLE,CENTRAL
22942,VA ALEXANDRIA,EAST
2905,CT HARTFORD,EAST
89106,NV LAS VEGAS,WEST
41017,KY LOUISVILLE,EAST
34952,FL WEST PALM BEACH,SOUTH
44278,PA PITTSBURGH,EAST
29526,NC WILMINGTON,EAST
92804,CA IRVINE,WEST
27573,NC RALEIGH,EAST
38119,TN NASHVILLE,CENTRAL
28215,NC CHARLOTTE,SOUTH
30830,SC GREENVILLE,SOUTH
6451,CT HARTFORD,EAST
76302,TX FORT WORTH,CENTRAL
45694,KY LOUISVILLE,EAST
44632,PA PITTSBURGH,EAST
48076,MI DETROIT,EAST
95111,CA SAN JOSE,WEST
10940,NY WESTCHESTER,EAST
70090,LA NEW ORLEANS,SOUTH
12866,NY WESTCHESTER,EAST
6238,CT HARTFORD,EAST
43004,PA PITTSBURGH,EAST
85122,AZ ARIZONA,WEST
30120,GA ATLANTA NORTH,SOUTH
34232,FL TAMPA,SOUTH
73521,OK OKLAHOMA CITY,CENTRAL
32503,FL TALLAHASSEE,SOUTH
48035,MI DETROIT,EAST
95422,CA SAN FRANCISCO EAST,WEST
24019,VA ALEXANDRIA,EAST
30041,GA ATLANTA NORTH,SOUTH
92505,CA RIVERSIDE,WEST
80304,CO SOUTH,WEST
14623,NY BUFFALO,EAST
20850,VA ALEXANDRIA,EAST
19056,NJ CENTRAL,NORTH
11385,NY BROOKLYN,NORTH
78006,TX AUSTIN,CENTRAL
76033,TX FORT WORTH,CENTRAL
91356,CA LOS ANGELES NORTH,WEST
13212,NY BUFFALO,EAST
32765,FL ORLANDO,SOUTH
37821,TN KNOXVILLE,CENTRAL
77098,TX HOUSTON NORTH,CENTRAL
45236,KY LOUISVILLE,EAST
44026,PA PITTSBURGH,EAST
25702,KY LOUISVILLE,EAST
27560,NC RALEIGH,EAST
27944,NC RALEIGH,EAST
90042,CA LOS ANGELES NORTH,WEST
2125,CT HARTFORD,EAST
23231,VA ALEXANDRIA,EAST
77504,TX HOUSTON NORTH,CENTRAL
77598,TX HOUSTON NORTH,CENTRAL
24018,VA ALEXANDRIA,EAST
90067,CA LONG BEACH,WEST
76903,TX FORT WORTH,CENTRAL
35976,AL HUNTSVILLE,CENTRAL
2301,CT HARTFORD,EAST
80120,CO SOUTH,WEST
32526,FL TALLAHASSEE,SOUTH
31217,GA ATLANTA SOUTH,SOUTH
32807,FL ORLANDO,SOUTH
60467,IN INDIANAPOLIS NORTH,EAST
2767,CT HARTFORD,EAST
15401,PA PITTSBURGH,EAST
44223,PA PITTSBURGH,EAST
88220,TX EL PASO,CENTRAL
10532,NY WESTCHESTER,EAST
29631,SC GREENVILLE,SOUTH
47630,KY LOUISVILLE,EAST
76137,TX FORT WORTH,CENTRAL
12553,NY WESTCHESTER,EAST
33606,FL TAMPA,SOUTH
48082,MI DETROIT,EAST
18966,PA PHILADELPHIA NORTH,NORTH
30677,SC GREENVILLE,SOUTH
94598,CA SAN FRANCISCO EAST,WEST
93247,CA CENTRAL,WEST
31501,FL JACKSONVILLE,SOUTH
16501,NY BUFFALO,EAST
70072,LA NEW ORLEANS,SOUTH
85004,AZ ARIZONA,WEST
66061,MO KANSAS CITY,CENTRAL
6851,NY WESTCHESTER,EAST
29477,FL JACKSONVILLE,SOUTH
6062,CT HARTFORD,EAST
12203,NY WESTCHESTER,EAST
90033,CA LONG BEACH,WEST
91506,CA LOS ANGELES NORTH,WEST
18055,PA PHILADELPHIA NORTH,NORTH
30012,GA ATLANTA SOUTH,SOUTH
52531,MO KANSAS CITY,CENTRAL
66215,MO KANSAS CITY,CENTRAL
13903,NY WESTCHESTER,EAST
64506,MO KANSAS CITY,CENTRAL
22044,VA ALEXANDRIA,EAST
23875,VA ALEXANDRIA,EAST
36117,AL BIRMINGHAM,SOUTH
2914,CT HARTFORD,EAST
92354,CA RIVERSIDE,WEST
44410,PA PITTSBURGH,EAST
13421,NY BUFFALO,EAST
91740,CA IRVINE,WEST
89128,NV LAS VEGAS,WEST
7024,NJ HACKENSACK,NORTH
14612,NY BUFFALO,EAST
60103,IN INDIANAPOLIS NORTH,EAST
12065,NY WESTCHESTER,EAST
11435,NY QUEENS,NORTH
92545,CA RIVERSIDE,WEST
35096,AL HUNTSVILLE,CENTRAL
14559,NY BUFFALO,EAST
90057,CA LONG BEACH,WEST
14607,NY BUFFALO,EAST
85381,AZ ARIZONA,WEST
27609,NC RALEIGH,EAST
77434,TX AUSTIN,CENTRAL
60452,IN INDIANAPOLIS NORTH,EAST
96130,CA SACRAMENTO,WEST
95210,CA SAN JOSE,WEST
48201,MI DETROIT,EAST
1778,CT HARTFORD,EAST
10549,NY WESTCHESTER,EAST
12110,NY WESTCHESTER,EAST
74429,OK OKLAHOMA CITY,CENTRAL
94108,CA SAN FRANCISCO EAST,WEST
37909,TN KNOXVILLE,CENTRAL
15220,PA PITTSBURGH,EAST
7028,NJ NORTHERN,NORTH
35968,AL HUNTSVILLE,CENTRAL
78626,TX AUSTIN,CENTRAL
29204,NC CHARLOTTE,SOUTH
41501,KY LOUISVILLE,EAST
38008,AL HUNTSVILLE,CENTRAL
11040,NY LONG ISLAND WEST,NORTH
34769,FL ORLANDO,SOUTH
10573,NY BRONX,NORTH
91203,CA LOS ANGELES NORTH,WEST
16505,NY BUFFALO,EAST
28562,NC WILMINGTON,EAST
29621,SC GREENVILLE,SOUTH
45213,KY LOUISVILLE,EAST
94578,CA SAN FRANCISCO EAST,WEST
76116,TX FORT WORTH,CENTRAL
90720,CA IRVINE,WEST
46360,IN INDIANAPOLIS NORTH,EAST
43015,PA PITTSBURGH,EAST
33707,FL TAMPA,SOUTH
72736,OK OKLAHOMA CITY,CENTRAL
75063,TX IRVING,CENTRAL
6042,CT HARTFORD,EAST
85351,AZ ARIZONA,WEST
78258,TX AUSTIN,CENTRAL
27344,NC RALEIGH,EAST
48313,MI DETROIT,EAST
33635,FL TAMPA,SOUTH
91101,CA LOS ANGELES NORTH,WEST
11901,NY LONG ISLAND EAST,NORTH
74023,OK OKLAHOMA CITY,CENTRAL
29650,SC GREENVILLE,SOUTH
95062,CA SAN JOSE,WEST
37334,AL HUNTSVILLE,CENTRAL
46237,IN INDIANAPOLIS NORTH,EAST
75087,TX DALLAS,CENTRAL
30106,GA ATLANTA NORTH,SOUTH
2359,CT HARTFORD,EAST
33143,FL MIAMI,SOUTH
1805,CT HARTFORD,EAST
6605,CT BRIDGEPORT,EAST
2375,CT HARTFORD,EAST
48088,MI DETROIT,EAST
91007,CA LOS ANGELES NORTH,WEST
14526,NY BUFFALO,EAST
89052,NV LAS VEGAS,WEST
32903,FL WEST PALM BEACH,SOUTH
93906,CA SAN JOSE,WEST
57025,MO KANSAS CITY,CENTRAL
37404,TN KNOXVILLE,CENTRAL
6787,CT BRIDGEPORT,EAST
10804,NY BRONX,NORTH
28144,NC CHARLOTTE,SOUTH
30736,GA ATLANTA NORTH,SOUTH
21075,MD BETHESDA SOUTH,EAST
92011,CA SAN DIEGO,WEST
34655,FL TAMPA,SOUTH
37317,TN KNOXVILLE,CENTRAL
48377,MI DETROIT,EAST
18519,NY WESTCHESTER,EAST
38563,TN NASHVILLE,CENTRAL
36609,LA NEW ORLEANS,SOUTH
2215,CT HARTFORD,EAST
10461,NY BRONX,NORTH
10037,NY MANHATTAN,NORTH
11106,NY QUEENS,NORTH
28607,NC CHARLOTTE,SOUTH
2155,CT HARTFORD,EAST
30204,GA ATLANTA SOUTH,SOUTH
40734,TN KNOXVILLE,CENTRAL
94403,CA SAN JOSE,WEST
90046,CA LOS ANGELES NORTH,WEST
46845,IN INDIANAPOLIS NORTH,EAST
92357,CA RIVERSIDE,WEST
7922,NJ CENTRAL,NORTH
36571,LA NEW ORLEANS,SOUTH
29926,FL JACKSONVILLE,SOUTH
40069,KY LOUISVILLE,EAST
28376,NC WILMINGTON,EAST
18301,PA PHILADELPHIA NORTH,NORTH
78721,TX AUSTIN,CENTRAL
92126,CA SAN DIEGO,WEST
30214,GA ATLANTA SOUTH,SOUTH
39466,LA NEW ORLEANS,SOUTH
90703,CA LONG BEACH,WEST
22309,VA ALEXANDRIA,EAST
2111,CT HARTFORD,EAST
93648,CA CENTRAL,WEST
28273,NC CHARLOTTE,SOUTH
44112,PA PITTSBURGH,EAST
45373,KY LOUISVILLE,EAST
19087,PA PHILADELPHIA SOUTH,NORTH
87106,TX EL PASO,CENTRAL
15501,PA PITTSBURGH,EAST
48144,MI DETROIT,EAST
20744,MD BETHESDA SOUTH,EAST
35462,AL BIRMINGHAM,SOUTH
11201,NY BROOKLYN,NORTH
60016,IN INDIANAPOLIS NORTH,EAST
46074,IN INDIANAPOLIS NORTH,EAST
77429,TX HOUSTON NORTH,CENTRAL
27849,NC RALEIGH,EAST
10454,NY MANHATTAN,NORTH
28401,NC WILMINGTON,EAST
77845,TX HOUSTON NORTH,CENTRAL
48458,MI DETROIT,EAST
37920,TN KNOXVILLE,CENTRAL
95482,CA SAN FRANCISCO EAST,WEST
92223,CA RIVERSIDE,WEST
6473,CT HARTFORD,EAST
13090,NY BUFFALO,EAST
92324,CA RIVERSIDE,WEST
42167,KY LOUISVILLE,EAST
94115,CA SAN FRANCISCO EAST,WEST
94611,CA SAN FRANCISCO EAST,WEST
27302,NC RALEIGH,EAST
32784,FL TALLAHASSEE,SOUTH
93312,CA CENTRAL,WEST
36467,AL BIRMINGHAM,SOUTH
94538,CA SAN JOSE,WEST
45233,KY LOUISVILLE,EAST
78717,TX AUSTIN,CENTRAL
44224,PA PITTSBURGH,EAST
21225,MD BETHESDA SOUTH,EAST
95014,CA SAN JOSE,WEST
18901,PA PHILADELPHIA NORTH,NORTH
94080,CA SAN FRANCISCO EAST,WEST
76201,TX FORT WORTH,CENTRAL
94928,CA SAN FRANCISCO EAST,WEST
27511,NC RALEIGH,EAST
91204,CA LOS ANGELES NORTH,WEST
48322,MI DETROIT,EAST
2138,CT HARTFORD,EAST
30297,GA ATLANTA SOUTH,SOUTH
31909,GA ATLANTA SOUTH,SOUTH
35235,AL HUNTSVILLE,CENTRAL
31419,FL JACKSONVILLE,SOUTH
29401,FL JACKSONVILLE,SOUTH
34429,FL TALLAHASSEE,SOUTH
75211,TX IRVING,CENTRAL
16001,PA PITTSBURGH,EAST
92123,CA SAN DIEGO,WEST
77079,TX HOUSTON NORTH,CENTRAL
11030,NY LONG ISLAND WEST,NORTH
85037,AZ ARIZONA,WEST
1915,CT HARTFORD,EAST
64151,MO KANSAS CITY,CENTRAL
20622,MD BETHESDA SOUTH,EAST
45805,MI DETROIT,EAST
72758,OK OKLAHOMA CITY,CENTRAL
7645,NJ HACKENSACK,NORTH
70433,LA NEW ORLEANS,SOUTH
18503,NY WESTCHESTER,EAST
92691,CA IRVINE,WEST
30096,GA ATLANTA NORTH,SOUTH
46290,IN INDIANAPOLIS NORTH,EAST
8081,NJ SOUTHERN,NORTH
33774,FL TAMPA,SOUTH
34743,FL ORLANDO,SOUTH
75024,TX IRVING,CENTRAL
95602,CA SACRAMENTO,WEST
21204,MD BETHESDA SOUTH,EAST
30322,GA ATLANTA NORTH,SOUTH
16407,NY BUFFALO,EAST
14502,NY BUFFALO,EAST
31201,GA ATLANTA SOUTH,SOUTH
20036,MD BETHESDA SOUTH,EAST
14304,NY BUFFALO,EAST
92173,CA SAN DIEGO,WEST
28078,NC CHARLOTTE,SOUTH
72951,OK OKLAHOMA CITY,CENTRAL
24210,TN KNOXVILLE,CENTRAL
16635,PA PITTSBURGH,EAST
24219,TN KNOXVILLE,CENTRAL
92663,CA IRVINE,WEST
31545,FL JACKSONVILLE,SOUTH
60477,IN INDIANAPOLIS NORTH,EAST
7927,NJ HACKENSACK,NORTH
33308,FL WEST PALM BEACH,SOUTH
7040,NJ NORTHERN,NORTH
28277,NC CHARLOTTE,SOUTH
33626,FL TAMPA,SOUTH
31405,FL JACKSONVILLE,SOUTH
48105,MI DETROIT,EAST
44136,PA PITTSBURGH,EAST
48120,MI DETROIT,EAST
48202,MI DETROIT,EAST
80538,CO SOUTH,WEST
31719,GA ATLANTA SOUTH,SOUTH
32504,FL TALLAHASSEE,SOUTH
44109,PA PITTSBURGH,EAST
93065,CA LOS ANGELES NORTH,WEST
13501,NY BUFFALO,EAST
70785,LA NEW ORLEANS,SOUTH
68847,MO KANSAS CITY,CENTRAL
49503,MI DETROIT,EAST
29461,FL JACKSONVILLE,SOUTH
90266,CA LONG BEACH,WEST
21122,MD BETHESDA SOUTH,EAST
27542,NC WILMINGTON,EAST
28314,NC WILMINGTON,EAST
68516,MO KANSAS CITY,CENTRAL
48917,MI DETROIT,EAST
92866,CA IRVINE,WEST
46410,IN INDIANAPOLIS NORTH,EAST
37208,TN NASHVILLE,CENTRAL
73099,OK OKLAHOMA CITY,CENTRAL
85297,AZ ARIZONA,WEST
33578,FL TAMPA,SOUTH
85259,AZ ARIZONA,WEST
93612,CA CENTRAL,WEST
75032,TX DALLAS,CENTRAL
20854,VA ALEXANDRIA,EAST
48197,MI DETROIT,EAST
44484,PA PITTSBURGH,EAST
29020,NC CHARLOTTE,SOUTH
15650,PA PITTSBURGH,EAST
60521,IN INDIANAPOLIS NORTH,EAST
44504,PA PITTSBURGH,EAST
11379,NY QUEENS,NORTH
38671,TN NASHVILLE,CENTRAL
29306,NC CHARLOTTE,SOUTH
75038,TX IRVING,CENTRAL
7670,NJ HACKENSACK,NORTH
48843,MI DETROIT,EAST
70769,LA NEW ORLEANS,SOUTH
80045,CO SOUTH,WEST
21287,MD BETHESDA SOUTH,EAST
77410,TX HOUSTON NORTH,CENTRAL
75165,TX IRVING,CENTRAL
40324,KY LOUISVILLE,EAST
60612,IN INDIANAPOLIS NORTH,EAST
92101,CA SAN DIEGO,WEST
94303,CA SAN JOSE,WEST
30307,GA ATLANTA NORTH,SOUTH
85020,AZ ARIZONA,WEST
27517,NC RALEIGH,EAST
94710,CA SAN FRANCISCO EAST,WEST
34787,FL ORLANDO,SOUTH
92376,CA RIVERSIDE,WEST
32256,FL JACKSONVILLE,SOUTH
15683,PA PITTSBURGH,EAST
14224,NY BUFFALO,EAST
77568,TX HOUSTON NORTH,CENTRAL
86322,AZ ARIZONA,WEST
48430,MI DETROIT,EAST
20817,MD BETHESDA SOUTH,EAST
19072,PA PHILADELPHIA SOUTH,NORTH
29341,NC CHARLOTTE,SOUTH
28625,NC CHARLOTTE,SOUTH
45631,KY LOUISVILLE,EAST
38018,TN NASHVILLE,CENTRAL
87131,TX EL PASO,CENTRAL
28117,NC CHARLOTTE,SOUTH
38652,AL HUNTSVILLE,CENTRAL
6385,CT HARTFORD,EAST
47586,KY LOUISVILLE,EAST
29169,NC CHARLOTTE,SOUTH
21224,MD BETHESDA SOUTH,EAST
21076,MD BETHESDA SOUTH,EAST
47250,KY LOUISVILLE,EAST
8618,NJ CENTRAL,NORTH
14642,NY BUFFALO,EAST
48329,MI DETROIT,EAST
31210,GA ATLANTA SOUTH,SOUTH
31904,GA ATLANTA SOUTH,SOUTH
19102,PA PHILADELPHIA SOUTH,NORTH
19120,PA PHILADELPHIA NORTH,NORTH
95340,CA SAN JOSE,WEST
95330,CA SAN JOSE,WEST
23222,VA ALEXANDRIA,EAST
73072,OK OKLAHOMA CITY,CENTRAL
14094,NY BUFFALO,EAST
92705,CA IRVINE,WEST
6513,CT BRIDGEPORT,EAST
20748,MD BETHESDA SOUTH,EAST
22401,VA ALEXANDRIA,EAST
15904,PA PITTSBURGH,EAST
95928,CA SACRAMENTO,WEST
30228,GA ATLANTA SOUTH,SOUTH
85755,AZ ARIZONA,WEST
15644,PA PITTSBURGH,EAST
72703,OK OKLAHOMA CITY,CENTRAL
14203,NY BUFFALO,EAST
94541,CA SAN JOSE,WEST
43222,PA PITTSBURGH,EAST
35653,AL HUNTSVILLE,CENTRAL
48085,MI DETROIT,EAST
27612,NC RALEIGH,EAST
70471,LA NEW ORLEANS,SOUTH
46902,IN INDIANAPOLIS NORTH,EAST
85308,AZ ARIZONA,WEST
18337,NY WESTCHESTER,EAST
22043,VA ALEXANDRIA,EAST
45377,KY LOUISVILLE,EAST
81008,CO SOUTH,WEST
1655,CT HARTFORD,EAST
95203,CA SAN JOSE,WEST
85704,AZ ARIZONA,WEST
95691,CA SACRAMENTO,WEST
77024,TX HOUSTON NORTH,CENTRAL
46321,IN INDIANAPOLIS NORTH,EAST
11967,NY LONG ISLAND EAST,NORTH
95501,CA SAN FRANCISCO EAST,WEST
64111,MO KANSAS CITY,CENTRAL
46143,IN INDIANAPOLIS NORTH,EAST
20155,VA ALEXANDRIA,EAST
95128,CA SAN JOSE,WEST
22815,VA ALEXANDRIA,EAST
74501,OK OKLAHOMA CITY,CENTRAL
94546,CA SAN FRANCISCO EAST,WEST
95355,CA SAN JOSE,WEST
18104,PA PHILADELPHIA NORTH,NORTH
75057,TX IRVING,CENTRAL
92604,CA IRVINE,WEST
20017,MD BETHESDA SOUTH,EAST
85018,AZ ARIZONA,WEST
18508,NY WESTCHESTER,EAST
30094,GA ATLANTA SOUTH,SOUTH
21230,MD BETHESDA SOUTH,EAST
21550,MD BETHESDA SOUTH,EAST
12601,NY WESTCHESTER,EAST
21078,MD BETHESDA SOUTH,EAST
45013,KY LOUISVILLE,EAST
74006,OK OKLAHOMA CITY,CENTRAL
7652,NJ HACKENSACK,NORTH
92307,CA RIVERSIDE,WEST
32771,FL ORLANDO,SOUTH
48060,MI DETROIT,EAST
28504,NC WILMINGTON,EAST
48223,MI DETROIT,EAST
48755,MI DETROIT,EAST
70764,LA NEW ORLEANS,SOUTH
31901,GA ATLANTA SOUTH,SOUTH
